TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr18 E2|18 50.96 cM	mouse chr18 E2|18 50.96 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B5|7 33.48 cM	mouse chr7 B5|7 33.48 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 H4|2 97.37 cM	mouse chr2 H4|2 97.37 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 B1|17 16.78 cM	mouse chr17 B1|17 16.78 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 B1|16 13.37 cM	mouse chr16 B1|16 13.37 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 F|5 55.96 cM	mouse chr5 F|5 55.96 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10|10 C3-D1	mouse chr10|10 C3-D1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 E1|7 54.07 cM	mouse chr7 E1|7 54.07 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 B1|16 12.95 cM	mouse chr16 B1|16 12.95 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B1.2|11 29.9 cM	mouse chr11 B1.2|11 29.9 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr19 D2|19 46.76 cM	mouse chr19 D2|19 46.76 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 A1|2 9.12 cM	mouse chr2 A1|2 9.12 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B1.3|11 30.93 cM	mouse chr11 B1.3|11 30.93 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 B3.1|15 15.22 cM	mouse chr15 B3.1|15 15.22 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 C|17 22.91 cM	mouse chr17 C|17 22.91 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 A1|16 5.83 cM	mouse chr16 A1|16 5.83 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 E5|14 64.95 cM	mouse chr14 E5|14 64.95 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 A3|10 8.49 cM	mouse chr10 A3|10 8.49 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 29.17 cM|17 D	mouse chr17 29.17 cM|17 D	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 A3|9 8.04 cM	mouse chr9 A3|9 8.04 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX E3|X 55.66 cM	mouse chrX E3|X 55.66 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 G1|1 63.51 cM	mouse chr1 G1|1 63.51 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 D2|14 36.08 cM	mouse chr14 D2|14 36.08 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 D1|14 33.81 cM	mouse chr14 D1|14 33.81 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 A3.2|6	mouse chr6 A3.2|6	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A3|7 13.84 cM	mouse chr7 A3|7 13.84 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H5|1 84.89 cM	mouse chr1 H5|1 84.89 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 A3|2 17.25 cM	mouse chr2 A3|2 17.25 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 B3.1|15 15.55 cM	mouse chr15 B3.1|15 15.55 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 A5|13 27.41 cM	mouse chr13 A5|13 27.41 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 C2|10 49.35 cM	mouse chr10 C2|10 49.35 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 A1|17 8.73 cM	mouse chr17 A1|17 8.73 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B2|7 21.37 cM	mouse chr7 B2|7 21.37 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 33.97 cM|4 C1	mouse chr4 33.97 cM|4 C1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 F2|15 57.29 cM	mouse chr15 F2|15 57.29 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H4|1 83.56 cM	mouse chr1 H4|1 83.56 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 E1|11 68.81 cM	mouse chr11 E1|11 68.81 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 A5|4 22.95 cM	mouse chr4 A5|4 22.95 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 H2|3 69.36 cM	mouse chr3 H2|3 69.36 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 A2|8 10.45 cM	mouse chr8 A2|8 10.45 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 A3|2 16.21 cM	mouse chr2 A3|2 16.21 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 C|9 37.45 cM	mouse chr9 C|9 37.45 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16|16 B4-B5	mouse chr16|16 B4-B5	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 B3|6 25.7 cM	mouse chr6 B3|6 25.7 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 G3|3 57.84 cM	mouse chr3 G3|3 57.84 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B1.3|11 32.02 cM	mouse chr11 B1.3|11 32.02 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 B1|5 16.07 cM	mouse chr5 B1|5 16.07 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B5|11 46.81 cM	mouse chr11 B5|11 46.81 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 B|14 22.41 cM	mouse chr14 B|14 22.41 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 B5.1|10 34.83 cM	mouse chr10 B5.1|10 34.83 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 B3|16 22.69 cM	mouse chr16 B3|16 22.69 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 A1|16 9.5 cM	mouse chr16 A1|16 9.5 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr19 A|19 4.25 cM	mouse chr19 A|19 4.25 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 F5|7 88.24 cM	mouse chr7 F5|7 88.24 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 A3|9 7.6 cM	mouse chr9 A3|9 7.6 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 C1|10 39.1 cM	mouse chr10 C1|10 39.1 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 D2|10 66.67 cM	mouse chr10 D2|10 66.67 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 E2|4 78.89 cM	mouse chr4 E2|4 78.89 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 F1|6 56.78 cM	mouse chr6 F1|6 56.78 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 A3|3 10.98 cM	mouse chr3 A3|3 10.98 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr19 A|19 3.62 cM	mouse chr19 A|19 3.62 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 F4|9 73.92 cM	mouse chr9 F4|9 73.92 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 F3|2 67.56 cM	mouse chr2 F3|2 67.56 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr12 E|12 53.99 cM	mouse chr12 E|12 53.99 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 D3|14 39.63 cM	mouse chr14 D3|14 39.63 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A1|7 2.96 cM	mouse chr7 A1|7 2.96 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr12 F1|12 61.59 cM	mouse chr12 F1|12 61.59 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 B3|16 23.06 cM	mouse chr16 B3|16 23.06 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 B2|5 18.01 cM	mouse chr5 B2|5 18.01 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F1|3 38.79 cM	mouse chr3 F1|3 38.79 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 C1.3|2 38.61 cM	mouse chr2 C1.3|2 38.61 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F2.3|3 46.61 cM	mouse chr3 F2.3|3 46.61 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 71.02 cM|2 G1	mouse chr2 71.02 cM|2 G1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 E2|4 79.05 cM	mouse chr4 E2|4 79.05 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B1.3|11 31.14 cM	mouse chr11 B1.3|11 31.14 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 D3|14 40.44 cM	mouse chr14 D3|14 40.44 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 B1|5 13.23 cM	mouse chr5 B1|5 13.23 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H3|1 79.22 cM	mouse chr1 H3|1 79.22 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 D2|14 37.62 cM	mouse chr14 D2|14 37.62 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 G2|5 83.27 cM	mouse chr5 G2|5 83.27 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 A3.3|13 13.82 cM	mouse chr13 A3.3|13 13.82 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 D2.2|13 63.73 cM	mouse chr13 D2.2|13 63.73 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 F|5 55.45 cM	mouse chr5 F|5 55.45 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 D1|10 55.95 cM	mouse chr10 D1|10 55.95 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 D|17	mouse chr17 D|17	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 E3|2 55.8 cM	mouse chr2 E3|2 55.8 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 A1|16 2.42 cM	mouse chr16 A1|16 2.42 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H6|1 97.6 cM	mouse chr1 H6|1 97.6 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr18 E1|18 34.4 cM	mouse chr18 E1|18 34.4 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 B1|17 18.55 cM	mouse chr17 B1|17 18.55 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B4|7 31.44 cM	mouse chr7 B4|7 31.44 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B3|7 28.54 cM	mouse chr7 B3|7 28.54 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 C3|6 37.15 cM	mouse chr6 C3|6 37.15 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 A3.1|6 11.28 cM	mouse chr6 A3.1|6 11.28 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 E2|4 82.83 cM	mouse chr4 E2|4 82.83 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F2.1|3 41.69 cM	mouse chr3 F2.1|3 41.69 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 A2|3 6.37 cM	mouse chr3 A2|3 6.37 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 E4|1 59.55 cM	mouse chr1 E4|1 59.55 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 C1.3|16 37.1 cM	mouse chr16 C1.3|16 37.1 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 B2|10 22.46 cM	mouse chr10 B2|10 22.46 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H2.2|1 71.75 cM	mouse chr1 H2.2|1 71.75 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 C1|14 26.4 cM	mouse chr14 C1|14 26.4 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 D|11 62.21 cM	mouse chr11 D|11 62.21 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr18 B3|18 20.5 cM	mouse chr18 B3|18 20.5 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A3|7 9.6 cM	mouse chr7 A3|7 9.6 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 82.82 cM|5 G2	mouse chr5 82.82 cM|5 G2	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H3|1 76.84 cM	mouse chr1 H3|1 76.84 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 F4|9 72.41 cM	mouse chr9 F4|9 72.41 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 B|1 12.8 cM	mouse chr1 B|1 12.8 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 C1|14 22.59 cM	mouse chr14 C1|14 22.59 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 A2|13 6.89 cM	mouse chr13 A2|13 6.89 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 F2|15 57.0 cM	mouse chr15 F2|15 57.0 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 G2|5 75.08 cM	mouse chr5 G2|5 75.08 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 E2|17 45.2 cM	mouse chr17 E2|17 45.2 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 A1|17 3.51 cM	mouse chr17 A1|17 3.51 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 C3|2 44.94 cM	mouse chr2 C3|2 44.94 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F2.2|3 42.28 cM	mouse chr3 F2.2|3 42.28 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 C3.3|16 52.6 cM	mouse chr16 C3.3|16 52.6 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 F4|9 72.5 cM	mouse chr9 F4|9 72.5 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 H2|2 81.91 cM	mouse chr2 H2|2 81.91 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A1.1|X 8.43 cM	mouse chrX A1.1|X 8.43 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 B|9 32.01 cM	mouse chr9 B|9 32.01 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 A1|4 3.53 cM	mouse chr4 A1|4 3.53 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A3|7 9.67 cM	mouse chr7 A3|7 9.67 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 D3|4 66.47 cM	mouse chr4 D3|4 66.47 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 C|9 36.34 cM	mouse chr9 C|9 36.34 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 A5|13 24.96 cM	mouse chr13 A5|13 24.96 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX E1|X 48.2 cM	mouse chrX E1|X 48.2 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 E2|8 72.26 cM	mouse chr8 E2|8 72.26 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B1.3|11 30.46 cM	mouse chr11 B1.3|11 30.46 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 A1|6 2.26 cM	mouse chr6 A1|6 2.26 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr18 B1|18 18.01 cM	mouse chr18 B1|18 18.01 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 G2|5 74.76 cM	mouse chr5 G2|5 74.76 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 A3|4 7.08 cM	mouse chr4 A3|4 7.08 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A3.3|X 21.2 cM	mouse chrX A3.3|X 21.2 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A1|7 1.98 cM	mouse chr7 A1|7 1.98 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H4|1 84.44 cM	mouse chr1 H4|1 84.44 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 A1|17 2.05 cM	mouse chr17 A1|17 2.05 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr18 E3|18 53.34 cM	mouse chr18 E3|18 53.34 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 E2|11 83.34 cM	mouse chr11 E2|11 83.34 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 E2.3|14 56.16 cM	mouse chr14 E2.3|14 56.16 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 C|3 23.19 cM	mouse chr3 C|3 23.19 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 A3.1|13 9.72 cM	mouse chr13 A3.1|13 9.72 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 D1|14 33.16 cM	mouse chr14 D1|14 33.16 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 G2|5 82.85 cM	mouse chr5 G2|5 82.85 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 F|5 53.86 cM	mouse chr5 F|5 53.86 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 B|3 17.67 cM	mouse chr3 B|3 17.67 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1|1 G3-H1	mouse chr1|1 G3-H1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 F4|7	mouse chr7 F4|7	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 B3|5 24.9 cM	mouse chr5 B3|5 24.9 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr12 D1|12 37.41 cM	mouse chr12 D1|12 37.41 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 C3|4 39.4 cM	mouse chr4 C3|4 39.4 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 D1|15 24.66 cM	mouse chr15 D1|15 24.66 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 A3.3|13 13.84 cM	mouse chr13 A3.3|13 13.84 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 B5.1|10	mouse chr10 B5.1|10	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 A5|4 22.07 cM	mouse chr4 A5|4 22.07 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 A3|5 11.74 cM	mouse chr5 A3|5 11.74 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 B3|16 26.4 cM	mouse chr16 B3|16 26.4 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B3|11 42.87 cM	mouse chr11 B3|11 42.87 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H2.3|1 75.95 cM	mouse chr1 H2.3|1 75.95 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 E2.3|14	mouse chr14 E2.3|14	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 C1.3|1 28.97 cM	mouse chr1 C1.3|1 28.97 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 B3.1|8 30.91 cM	mouse chr8 B3.1|8 30.91 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 E4|1 60.82 cM	mouse chr1 E4|1 60.82 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 D3|15 35.75 cM	mouse chr15 D3|15 35.75 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 A2|6 7.83 cM	mouse chr6 A2|6 7.83 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 D3|4 68.74 cM	mouse chr4 D3|4 68.74 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 F1|2 62.79 cM	mouse chr2 F1|2 62.79 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5|5 G1.3-G2	mouse chr5|5 G1.3-G2	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A7.3|X 37.49 cM	mouse chrX A7.3|X 37.49 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B2|7 21.36 cM	mouse chr7 B2|7 21.36 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 C3.3|16 48.2 cM	mouse chr16 C3.3|16 48.2 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX F2|X 62.85 cM	mouse chrX F2|X 62.85 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 C3.1|5 33.72 cM	mouse chr5 C3.1|5 33.72 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 C|9 35.13 cM	mouse chr9 C|9 35.13 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 C5|8 45.29 cM	mouse chr8 C5|8 45.29 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F1|3 39.91 cM	mouse chr3 F1|3 39.91 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 C1|13 40.12 cM	mouse chr13 C1|13 40.12 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 D3|10 77.14 cM	mouse chr10 D3|10 77.14 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 B3|6 25.9 cM	mouse chr6 B3|6 25.9 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 E1|11 72.33 cM	mouse chr11 E1|11 72.33 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 34.36 cM|7 C	mouse chr7 34.36 cM|7 C	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 E1.1|1 49.26 cM	mouse chr1 E1.1|1 49.26 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr12 A2|12 13.39 cM	mouse chr12 A2|12 13.39 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 C3|2 48.12 cM	mouse chr2 C3|2 48.12 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr18 19.81 cM|18 B3	mouse chr18 19.81 cM|18 B3	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 E2|4 78.56 cM	mouse chr4 E2|4 78.56 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX F4|X 73.27 cM	mouse chrX F4|X 73.27 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 E3|3 34.91 cM	mouse chr3 E3|3 34.91 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 D|11 59.81 cM	mouse chr11 D|11 59.81 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 B3.1|15 14.94 cM	mouse chr15 B3.1|15 14.94 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 D3|4 72.5 cM	mouse chr4 D3|4 72.5 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F1|3 39.21 cM	mouse chr3 F1|3 39.21 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 B3.1|15 15.74 cM	mouse chr15 B3.1|15 15.74 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9|9 F3-F4	mouse chr9|9 F3-F4	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 H1|2 78.05 cM	mouse chr2 H1|2 78.05 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 D|11 64.04 cM	mouse chr11 D|11 64.04 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 A3|14 15.19 cM	mouse chr14 A3|14 15.19 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr12 A2|12 13.63 cM	mouse chr12 A2|12 13.63 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 17.98 cM|17 B1	mouse chr17 17.98 cM|17 B1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 D3|8 53.16 cM	mouse chr8 D3|8 53.16 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 H4|2 103.77 cM	mouse chr2 H4|2 103.77 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
