time	cc	gene
1hr	0.0254580082972236	Htr2b
1hr	0.00175175552538451	Htra1
1hr	0.428760375524091	Icam1
1hr	0.157449914121534	Icosl
1hr	0.0491303675071774	Idi1
1hr	0.592609135308915	Ier2
1hr	0.439234935297464	Ier3
1hr	0.250917169470751	Ifi205
1hr	0.100412915731418	Ifi208
1hr	0.806859956144045	Ifit1
1hr	0.63320681248507	Ifit1bl1
1hr	0.509220441687629	Ifit2
1hr	0.720941361954884	Ifit3
1hr	0.62391051471035	Ifit3b
1hr	0.0014923823082227	Ifitm1
1hr	0.000389888931426402	Ifna1
1hr	0.00043480115931508	Ifna2
1hr	0.000389888931426402	Ifna4
1hr	0.000285626763660564	Ifna5
1hr	0.000389888931426402	Ifna6
1hr	0.152040315329242	Ifnb1
1hr	0.618567447635841	Ifrd1
1hr	0.00123863405488954	Igf2bp2
1hr	0.00211579733988309	Igsf9
1hr	0.0574682464665275	Iigp1
1hr	0.00547942402447773	Il10
1hr	0.00900244209039217	Il12b
1hr	0.00353418692592994	Il12rb1
1hr	0.0178477346503796	Il18rap
1hr	0.279249604385761	Il1a
1hr	0.287917540952836	Il1b
1hr	0.0583229627871573	Il1rn
1hr	0.0168089334899933	Il27
1hr	0.0295697425939848	Il4i1
1hr	0.360027992329561	Il4ra
1hr	0.0424214636830572	Il6
1hr	0.00109175361002282	Inhba
1hr	0.00143466129762013	Intu
1hr	0.786344431244384	Irf1
1hr	0.0183951460425037	Irf3
1hr	0.00889879559329397	Irf4
1hr	0.720529743407337	Irf7
1hr	0.256067225056806	Irf8
1hr	0.0455264950830481	Irs2
1hr	0.000489029589348533	Itga9
1hr	0.0243864709044975	Itgal
1hr	0.000732127343801286	Itgb8
1hr	0.0206414426114369	Itpr1
1hr	0.0489379590181863	Jag1
1hr	0.0367319396917526	Jdp2
1hr	0.0852199568347365	Jun
1hr	0.926030101333818	Junb
1hr	0.120209440138634	Kcnj2
1hr	0.394871554789178	Kdm6b
1hr	0.00353126135667566	Kdr
1hr	0.237337723110664	Klf2
1hr	0.00817866988093159	Klf7
1hr	0.00488672257402876	Klf8
1hr	0.00574088436261916	Klra2
1hr	0.000653097729979073	Lcn2
1hr	0.0385114365488649	Ldlr
1hr	0.110267519080753	Lif
1hr	0.00771083239834553	Lipg
1hr	0.00100600722135236	Lox
1hr	0.000501699290537831	Lpar1
1hr	0.175748877643001	Lratd2
1hr	0.0143814663861532	Lrp8
1hr	0.00114756418482897	Ltbp2
1hr	0.0264226219270289	Ly6a
1hr	0.515523902035555	Maff
1hr	0.0989207581514108	Malt1
1hr	0.547314751419678	Marcksl1
1hr	0.000378018193334773	Marco
1hr	0.00482316760380468	Mefv
1hr	0.00495333572667567	Mfap3l
1hr	0.110043656206577	Mir155hg
1hr	0.020247469605156	Mmd
1hr	0.367598570868604	Mmp13
1hr	0.000900949584705728	Mmp14
1hr	0.000502569996470744	Mmp3
1hr	0.000668092523954212	Mmp8
1hr	0.0010729757865337	Mmp9
1hr	0.00512685786959512	Mpp7
1hr	0.0719799308506185	Ms4a4a
1hr	0.198842846567687	Mt1
1hr	0.0381101545014687	Mt2
1hr	0.113451098519653	Mtfr2
1hr	0.0119928211179859	Mtus1
1hr	0.502919075800039	Mx1
1hr	0.795953589505393	Mx2
1hr	0.0430263239966238	Mxd1
1hr	0.306991526174415	Myc
1hr	0.000948173556405708	Mycl
1hr	0.00108558395296965	Myo1b
1hr	0.273917760563977	Nek6
1hr	0.0041201154634336	Nes
1hr	0.650940956881142	Nfil3
1hr	0.0814156763264466	Nfkb1
1hr	0.0091477358551003	Nfkb2
1hr	0.706340849919919	Nfkbia
1hr	0.543806354489553	Nfkbid
1hr	0.594354463472824	Nfkbie
1hr	0.972179380316182	Nfkbiz
1hr	0.45173901598234	Noct
1hr	0.000460479870008434	Nos2
1hr	0.020562636970305	Notch1
1hr	0.0259874226494698	Nqo1
1hr	0.108921204800154	Nr4a1
1hr	0.00245164695206293	Nr4a3
1hr	0.000379040231354644	Oaf
1hr	0.111253315002897	Oasl1
1hr	0.100376576732476	Odc1
1hr	0.000124942716767216	Olfml3
1hr	0.00608234655973956	Olr1
1hr	0.146715624312492	Orai2
1hr	0.15405398212317	Osm
1hr	0.0384378651421187	Otud1
1hr	0.0937646743770896	P2ry13
1hr	0.116344604612513	P2ry2
1hr	0.013448382685347	P4ha2
1hr	0.000840762594167036	Pcx
1hr	0.0104688053709892	Pde3b
1hr	0.600984216826607	Pde4b
1hr	0.00121188946365368	Pde5a
1hr	0.00407349844857305	Pde7b
1hr	0.0495523896376618	Pdgfb
1hr	0.00628905842905605	Pdlim7
1hr	0.0196346203219979	Pdpn
1hr	0.20799596346359	Peli1
1hr	0.0637893711370958	Pfkfb3
1hr	0.412478578109924	Phlda1
1hr	0.0057059408938799	Phldb1
1hr	0.00897576800534206	Pilra
1hr	0.00243976259160353	Pilrb1
1hr	0.000495806893951761	Pim2
1hr	0.170797624346077	Pim3
1hr	0.00113153230948399	Pla2g7
1hr	0.0012499910718942	Plagl1
1hr	0.00261514164851796	Plat
1hr	0.0583046162184077	Plau
1hr	0.00050156941299431	Plekhg1
1hr	0.114605933916298	Plk2
1hr	0.151055843387128	Plk3
1hr	0.000801755536224552	Plpp1
1hr	0.00144369381874814	Plpp3
1hr	0.0208246057774816	Pmaip1
1hr	0.000689374218003412	Pmepa1
1hr	0.0124818848107257	Pou2f2
1hr	0.00114091015182533	Ppfia3
1hr	0.00172648599985303	Ppm1l
1hr	0.00116617202768033	Ppp1r12b
1hr	0.843281912452744	Ppp1r15a
1hr	0.200688557909751	Prag1
1hr	0.0848135366604381	Prdm1
1hr	0.0012413127683804	Prdm9
1hr	0.00938845397393774	Procr
1hr	0.00151009054707018	Prokr1
1hr	0.00291147605675465	Prrg4
1hr	0.143771282084286	Ptafr
1hr	0.00459568279839047	Ptch1
1hr	0.0051756486948543	Ptger4
1hr	0.00114321347378673	Ptges
1hr	0.0659365200255737	Ptgir
1hr	0.161397088560261	Ptgs2
1hr	0.070885666313107	Rab11fip1
1hr	0.0798510850179252	Rab19
1hr	0.129260162725659	Ralgds
1hr	0.0014739495571217	Rapgef5
1hr	0.106370501302404	Rcan1
1hr	0.0168467895361168	Rela
1hr	0.00687859960555545	Rffl
1hr	0.00183595421567487	Rgcc
1hr	0.000839397063574457	Rgs1
1hr	0.0770283786715181	Rgs3
1hr	0.160382389270962	Rhof
1hr	0.30389562844788	Rhoh
1hr	0.000465338985791294	Rhou
1hr	0.130493997453037	Ripk2
1hr	0.0530291543391569	Rnd1
1hr	0.0271662985318842	Rnd3
1hr	0.00566909426581689	Rras2
1hr	0.694706372655756	Rsad2
1hr	0.00675127816894081	S100a8
1hr	0.000399140783738811	Saa3
1hr	0.0688630117196087	Samsn1
1hr	0.0316128140037046	Scimp
1hr	0.000388725052014743	Scn1b
1hr	0.0010129046132764	Sdc2
1hr	0.597956917299402	Sdc4
1hr	0.0116631638439384	Sele
1hr	0.0744678943067917	Serpina3f
1hr	0.0119941650071987	Serpina3g
1hr	0.00391054093242455	Serpinb2
1hr	0.0279975259531343	Serpinb6b
1hr	0.0326166445888848	Serpinb9
1hr	0.0036584494861909	Serpinb9b
1hr	0.0949652409207955	Serpine1
1hr	0.000462833951109752	Shisa3
1hr	0.00202961072770428	Siglece
1hr	0.0638207123590657	Sla
1hr	0.00478577231027515	Slamf8
1hr	0.072042415257094	Slamf9
1hr	0.002380673689714	Slc13a3
1hr	0.100697272010022	Slc16a1
1hr	0.0345310281969632	Slc16a3
1hr	0.137556772922147	Slc25a25
1hr	0.0108831132414351	Slc28a2
1hr	0.0373618685865309	Slc30a4
1hr	0.0760960862046546	Slc7a11
1hr	0.00188052723538395	Slc7a2
1hr	0.00216213023935245	Slco3a1
1hr	0.00875304534508006	Slfn4
1hr	0.000956827327081512	Slpi
1hr	0.00603147878331053	Snn
1hr	0.0552570211840794	Socs1
1hr	0.846848301834069	Socs3
1hr	0.100259288857922	Sod2
1hr	0.000332467492098691	Spaca6
1hr	0.0929495649231757	Spata13
1hr	0.00647861637421018	Sphk1
1hr	0.00241602109666259	Spic
1hr	0.00559206127431203	Spsb1
1hr	0.0986980610346637	Srxn1
1hr	0.0344035212549449	Stat4
1hr	0.0392475344238966	Swap70
1hr	0.00145544693055214	Syne2
1hr	0.00143365084711003	Taf4b
1hr	0.263384123516492	Tagap
1hr	0.00472086554398984	Tal2
1hr	0.0190152852174655	Tarm1
1hr	0.244600575988058	Tfec
1hr	0.803562812930311	Tgtp1
1hr	0.00788658907990522	Thbs1
1hr	0.00436395241538054	Timp1
1hr	0.0354632110089781	Tle3
1hr	0.618236346026349	Tlr2
1hr	0.166977174315182	Tlr4
1hr	0.0509726267300365	Tlr7
1hr	0.00106636220550044	Tlr9
1hr	0.166269902776967	Tma16
1hr	0.000351144053005628	Tmeff1
1hr	0.00108530301866135	Tmem178
1hr	0.00266012576093672	Tmem200b
1hr	0.000831244832379786	Tmem26
1hr	0.00962667063213353	Tmtc2
1hr	1.08946267618266	Tnf
1hr	0.976886127104701	Tnfaip3
1hr	0.230055845047627	Tnfsf10
1hr	0.0061066926882232	Tnfsf14
1hr	0.00121310127848147	Tnfsf15
1hr	0.0101447200786752	Tnfsf4
1hr	0.0805549360650156	Tnfsf8
1hr	1.07417763319054	Tnfsf9
1hr	0.0895712122875496	Tnip3
1hr	0.193858138568331	Traf1
1hr	0.00238720029935831	Trem1
1hr	0.00348812104901776	Treml4
1hr	0.202870443469965	Trib1
1hr	0.0127730797305828	Trib3
1hr	0.822868053646729	Trim21
1hr	0.313936339014121	Trim30c
1hr	0.0311653872023437	Trim36
1hr	0.00752951759645543	Tsku
1hr	0.00791832445583013	Ttc39b
1hr	0.000698596364395176	U90926
1hr	0.00136085724839246	Upp1
1hr	0.00316675081184871	Vcam1
1hr	0.00102494862429519	Vcan
1hr	0.000457965680676755	Vegfc
1hr	0.39189028207394	Zc3h12a
1hr	0.545503816529581	Zc3h12c
1hr	0.00243221626311353	Zeb1
1hr	0.0144272784566565	Zfp324
1hr	0.788744200071267	Zfp36
1hr	0.000228705183108604	Zfp811
1hr	0.0067525737591623	Zhx2
1hr	0.00806261589324929	Znrf3
3hr	0.000268471393509244	X1110002J07Rik
3hr	0.0274371445993246	X2500002B13Rik
3hr	0.0407059693143483	X4930430E12Rik
3hr	0.108307004315062	A530064D06Rik
3hr	0.0186389064306113	A630072M18Rik
3hr	0.0353773312697541	AI504432
3hr	0.613942678029078	AW112010
3hr	0.0839233072406781	Abtb2
3hr	0.47285869134243	Acod1
3hr	0.000125028676806368	Acpp
3hr	0.00130331811620283	Adgb
3hr	0.427454739536672	Adgre1
3hr	0.00233612158939833	Adgre4
3hr	0.0024047408371522	Adgrg6
3hr	0.115522195641646	Adgrl2
3hr	0.321525724673977	Adora2a
3hr	0.216868499066825	Adora2b
3hr	0.28528083630179	Adrb2
3hr	0.018532245124446	Ahr
3hr	0.0638665812326274	Ahrr
3hr	0.120305366724387	Ak4
3hr	0.297445420523254	Alas1
3hr	0.0661202766366062	Angpt1
3hr	0.00198262907352264	Arg1
3hr	0.0326429064089719	Arg2
3hr	0.00452425344964247	Arhgap26
3hr	0.222353564975944	Arhgef3
3hr	0.976623228606622	Arid5a
3hr	0.153947804622114	Armcx6
3hr	0.0108252041072738	Arrdc4
3hr	0.0610458797589	Asap3
3hr	0.0820448226530881	Asns
3hr	0.134744730682616	Atm
3hr	0.0402694954559224	Atp2b4
3hr	0.0261465425055789	B3gnt5
3hr	0.658241722245373	B430306N03Rik
3hr	0.134573519445238	Bambi
3hr	0.248395723706238	Batf
3hr	0.310214292610452	Batf2
3hr	0.202589235604522	Bcl2a1a
3hr	0.197221771105939	Bcl2a1d
3hr	0.338766548289176	Bcl2l11
3hr	0.442563471672345	Bcor
3hr	0.00276234929942988	Bmp2
3hr	0.0204548557201175	Bst1
3hr	0.246151498207431	Btg2
3hr	0.000659025289137172	C920009B18Rik
3hr	0.000729252877934858	Cacna1d
3hr	0.107227451809322	Cacnb3
3hr	0.765143844241632	Calhm6
3hr	0.0671670646767438	Card6
3hr	0.0129006840831089	Carmil1
3hr	0.675972997349197	Casp4
3hr	0.218313980515133	Cav1
3hr	0.000829692812577586	Ccl1
3hr	0.704108775054944	Ccl12
3hr	0.00697755512331337	Ccl17
3hr	0.643073981367908	Ccl2
3hr	0.0496635617267958	Ccl22
3hr	0.536245208054716	Ccl3
3hr	0.730742640418308	Ccl4
3hr	0.896029882056907	Ccl5
3hr	0.525503207713017	Ccl7
3hr	0.0815229713000907	Ccl8
3hr	0.540444249785653	Ccnd1
3hr	0.154148725482072	Ccnd2
3hr	0.0381412187041624	Ccne1
3hr	0.348225444605362	Ccr1
3hr	0.0596215584256392	Ccr3
3hr	0.512212038813023	Ccrl2
3hr	0.450910087584295	Cd14
3hr	0.000401133354227606	Cd163
3hr	0.0205399384489366	Cd200
3hr	0.101699849369955	Cd300e
3hr	0.675495992300237	Cd300lf
3hr	0.0377741756712921	Cd34
3hr	0.0018681304542268	Cd38
3hr	0.514122959470106	Cd40
3hr	0.00196572171368641	Cd55
3hr	0.914971353527274	Cd69
3hr	0.00377937965043633	Cd80
3hr	0.177037146869388	Cd83
3hr	0.267560108801108	Cd86
3hr	0.793562779405691	Cdc42ep2
3hr	0.364690107099992	Cdc42ep4
3hr	0.000528434929829031	Cdk5r1
3hr	0.000643571206254398	Cebpd
3hr	0.561480710913599	Cemip2
3hr	0.219361343143573	Ch25h
3hr	0.000208215905979666	Chil3
3hr	0.00502713323329046	Chst11
3hr	0.00193852281313587	Ciita
3hr	0.251052593398452	Cish
3hr	0.823114594719569	Cited2
3hr	0.0998947727566829	Clcf1
3hr	0.635083746341723	Clec4e
3hr	0.0883096372900358	Clec4n
3hr	0.113862129097221	Clec5a
3hr	0.0744253603989908	Clic5
3hr	0.000331380800331671	Clmp
3hr	1.50065834284717	Cmpk2
3hr	0.104932030303525	Cnn3
3hr	0.00830277647575612	Col18a1
3hr	0.00613762728421904	Col27a1
3hr	0.00646668973145749	Cp
3hr	0.217821887117006	Csf1
3hr	0.00349986510198462	Csf3
3hr	0.383559085731218	Csrnp1
3hr	0.0620410790811318	Cst7
3hr	0.0866045877922212	Ctla2a
3hr	0.427319017197678	Ctla2b
3hr	0.206606402798345	Cx3cl1
3hr	0.0015665711560862	Cx3cr1
3hr	0.0624986430674471	Cxcl1
3hr	0.87554606154833	Cxcl10
3hr	0.206674206929635	Cxcl11
3hr	0.0016438880348698	Cxcl14
3hr	0.605155573168535	Cxcl2
3hr	0.116433612984924	Cxcl3
3hr	0.110754493435369	Cxcl9
3hr	0.0230073639306849	D16Ertd472e
3hr	0.00589439778773805	Ddit4
3hr	0.00574897742023766	Dio2
3hr	0.0186103707188599	Dmwd
3hr	0.173570058120471	Dmxl2
3hr	0.0183768010408865	Dnase1l3
3hr	0.0297233259374771	Dnmt3aos
3hr	0.169054911464327	Dusp1
3hr	0.0216761511007082	Dusp14
3hr	0.122320125623995	Dusp16
3hr	0.262346981652964	Dusp2
3hr	0.082406352647523	Dusp4
3hr	0.0038987421756374	Dusp5
3hr	0.185348760161584	Dusp6
3hr	0.0627006383421282	Dusp8
3hr	0.0872996599161811	Edn1
3hr	0.0687714773460973	Ednrb
3hr	0.050189855200087	Egln3
3hr	0.0289797682979056	Egr1
3hr	0.193880903773343	Egr2
3hr	0.000643529369019603	Egr3
3hr	0.893130414283347	Ehd1
3hr	0.0880053770835518	Eno2
3hr	0.0460918447741509	Errfi1
3hr	0.371026894518098	Ets2
3hr	0.0010318969516755	Fabp7
3hr	0.00702063358487407	Fam43a
3hr	0.134569861802234	Fcgr2b
3hr	0.608664634938707	Fgl2
3hr	0.0997043762859079	Flnb
3hr	0.0208724289457605	Flrt3
3hr	0.00152297055428656	Flt1
3hr	0.00670311159618625	Fmnl2
3hr	0.0575868299656436	Fos
3hr	0.0013145154073296	Fosb
3hr	0.267830631194314	Foxp4
3hr	0.177018480388626	Fpr1
3hr	0.135616919958669	Fpr2
3hr	0.238134020073578	Frmd6
3hr	0.0785884146871247	Fscn1
3hr	0.0224411315709893	Fzd1
3hr	0.699614013882798	G530011O06Rik
3hr	0.00119663076008207	Gbp2b
3hr	1.00130606133509	Gbp7
3hr	0.214971131065417	Gclm
3hr	0.100803601953944	Gcnt2
3hr	0.0330622299664611	Gda
3hr	0.151770600050647	Gdf15
3hr	0.19106171280902	Gem
3hr	0.000146010964231576	Gfi1
3hr	0.0226472925019033	Gja1
3hr	0.170662704096012	Glipr2
3hr	0.000303258215069626	Gm16712
3hr	0.00399465231133123	Gm19026
3hr	0.103829088137578	Gm1966
3hr	0.000869835457875602	Gm47283
3hr	0.389245397421132	Gm4951
3hr	0.0258585358222161	Gm5150
3hr	0.0586147184524026	Gm6377
3hr	0.0006228374818626	Gm9855
3hr	0.559364583324826	Gna15
3hr	0.0744389279026522	Gng4
3hr	0.45220879544606	Gpr132
3hr	0.139443801495019	Gpr141
3hr	0.168506776154435	Gpr18
3hr	0.00233540341931107	Gpr35
3hr	0.0203712648967099	Gpr68
3hr	0.594807201443972	Gpr84
3hr	0.114523116003759	Gpr85
3hr	0.0860236459098355	Grk3
3hr	0.252684500038073	Gsr
3hr	0.0115412246789506	Gsta3
3hr	0.0884130467715521	H1f2
3hr	0.000277124187973804	H2.Eb1
3hr	0.0337075190178754	H2.K2
3hr	0.276319507938214	H2.M2
3hr	0.0131836062748865	H60b
3hr	0.0969529812367008	Hcar2
3hr	0.00152023691401674	Heatr9
3hr	0.628066844074231	Hhex
3hr	0.149301513883311	Hilpda
3hr	0.101541782177608	Hivep3
3hr	0.017166408298761	Hmga2
3hr	0.595294026009954	Hmox1
3hr	0.000344070973503915	Hopx
3hr	0.00269953908928399	Hp
3hr	0.0149401502851037	Hsd17b7
3hr	0.0618903371016083	Hspa1a
3hr	0.198145673803058	Hspa1b
3hr	0.141606469856767	Htr2a
3hr	0.0696778538600044	Htr2b
3hr	0.0287336502230838	Htra1
3hr	0.469689461652715	Icam1
3hr	0.499149092267062	Icosl
3hr	0.0975089278536291	Idi1
3hr	0.0697698651545698	Ier2
3hr	0.184157110127844	Ier3
3hr	0.999981126842586	Ifi205
3hr	0.555431540670663	Ifi208
3hr	1.34422422448727	Ifit1
3hr	1.07674021583357	Ifit1bl1
3hr	1.3126128763148	Ifit2
3hr	1.38043172940294	Ifit3
3hr	1.25302063698827	Ifit3b
3hr	0.00105696848924034	Ifitm1
3hr	0.000837717370905188	Ifna1
3hr	0.000208216132083315	Ifna4
3hr	0.000438865192896903	Ifna6
3hr	0.361214045182014	Ifnb1
3hr	0.199909260323563	Ifrd1
3hr	0.0137192120261713	Igf2bp2
3hr	0.0192673173469978	Igsf9
3hr	0.42089800258047	Iigp1
3hr	0.0288295395029469	Il10
3hr	0.220497700138558	Il12b
3hr	0.110021583723201	Il12rb1
3hr	0.484462758499468	Il18rap
3hr	0.314383067844613	Il1a
3hr	0.425384627920695	Il1b
3hr	0.154943468680976	Il1rn
3hr	0.737119780005108	Il27
3hr	0.423105854201894	Il4i1
3hr	0.501990229971127	Il4ra
3hr	0.690546353535446	Il6
3hr	0.0221955982927958	Inhba
3hr	0.0155122239067481	Intu
3hr	0.782528395887916	Irf1
3hr	0.0177381069348061	Irf3
3hr	0.00270417657742618	Irf4
3hr	1.34734656716214	Irf7
3hr	0.493206647059611	Irf8
3hr	0.0315454305713517	Irs2
3hr	0.00069747373469708	Itga9
3hr	0.0357665802740034	Itgal
3hr	0.0147659117705993	Itgb8
3hr	0.311850830264751	Itpr1
3hr	0.114913928201282	Jag1
3hr	0.180325995596685	Jdp2
3hr	0.574476827982094	Jun
3hr	0.134200120183591	Junb
3hr	0.286063112668784	Kcnj2
3hr	0.0864603245147185	Kdm6b
3hr	0.0489127248733875	Kdr
3hr	0.137305856424275	Klf2
3hr	0.116303395727886	Klf7
3hr	0.0812817459127602	Klf8
3hr	0.0028254076506693	Klra2
3hr	0.00441518387215999	Lad1
3hr	0.169064729855886	Lcn2
3hr	0.346723085790583	Ldlr
3hr	0.00197533248730207	Lif
3hr	0.0864808166918117	Lipg
3hr	0.00712627775631034	Lox
3hr	0.0412815694537558	Lpar1
3hr	0.546153505740964	Lratd2
3hr	0.0246433797086672	Lrp8
3hr	0.00365526115402982	Ltbp2
3hr	0.189957591920027	Ly6a
3hr	0.000209589577646475	Ly75
3hr	0.431492484860208	Maff
3hr	0.536664048468069	Malt1
3hr	0.784584940505563	Marcksl1
3hr	0.0058913170172854	Marco
3hr	0.0402473025251802	Mefv
3hr	0.0105150091072922	Mfap3l
3hr	0.107529800427643	Mir155hg
3hr	0.138846431971116	Mmd
3hr	0.59640497116722	Mmp13
3hr	0.0116309060054588	Mmp14
3hr	0.000328163411576268	Mmp3
3hr	0.000758304155714871	Mmp8
3hr	0.00266126230886782	Mmp9
3hr	0.0343986833739725	Mpp7
3hr	0.546691214764386	Ms4a4a
3hr	0.706189890433618	Mt1
3hr	0.303924459412474	Mt2
3hr	0.227632589475251	Mtfr2
3hr	0.0827842745757545	Mtus1
3hr	1.00748891062872	Mx1
3hr	1.12185945446075	Mx2
3hr	0.60041296668806	Mxd1
3hr	0.250262553970439	Myc
3hr	0.0429082610691292	Mycl
3hr	0.00130666999418464	Myo1b
3hr	0.341621059064876	Nek6
3hr	0.00851324723164428	Nes
3hr	0.134523599695792	Nfil3
3hr	0.0327731095632563	Nfkb1
3hr	0.254656007992916	Nfkb2
3hr	0.386585288838033	Nfkbia
3hr	0.0441885301830462	Nfkbid
3hr	0.850370245785685	Nfkbie
3hr	0.812636991108663	Nfkbiz
3hr	0.168476088589635	Noct
3hr	0.254186504459792	Nos2
3hr	0.0857492765504306	Notch1
3hr	0.0473249418167671	Nqo1
3hr	0.0179303195390092	Nr4a1
3hr	0.136421790719563	Nr4a3
3hr	0.00559726559369749	Oaf
3hr	0.551056805214088	Oasl1
3hr	0.233412901923533	Odc1
3hr	0.000694227147291842	Olfml3
3hr	0.0227081371235897	Olr1
3hr	0.5589639468539	Orai2
3hr	0.144079377212339	Osm
3hr	0.220979423109241	Otud1
3hr	0.487787840220464	P2ry13
3hr	0.281450025032523	P2ry2
3hr	0.0427213480815427	P4ha2
3hr	0.00378541949056661	Pcx
3hr	0.0302568692571124	Pde3b
3hr	0.719535967121952	Pde4b
3hr	0.00145531679476161	Pde5a
3hr	0.136548613689049	Pde7b
3hr	0.464806608664427	Pdgfb
3hr	0.163465260634908	Pdlim7
3hr	0.00525622358715944	Pdpn
3hr	0.942230551197656	Peli1
3hr	0.362865688997699	Pfkfb3
3hr	0.0687806101452742	Phlda1
3hr	0.461456474055632	Phldb1
3hr	0.0159429879026721	Pilra
3hr	0.00654432036923175	Pilrb1
3hr	0.0819846990164566	Pim2
3hr	0.134308394795841	Pim3
3hr	0.00356942869729384	Pla2g7
3hr	0.000837449769342198	Plac8
3hr	0.0105002714231114	Plagl1
3hr	0.00275778926956692	Plat
3hr	0.192713822266859	Plau
3hr	0.000336775458713694	Plekhg1
3hr	0.17373278121116	Plk2
3hr	0.13828522681126	Plk3
3hr	0.000900943159885888	Plpp1
3hr	0.00992434241879726	Plpp3
3hr	0.316584510083171	Pmaip1
3hr	0.00299496494459249	Pmepa1
3hr	0.390225262961096	Pou2f2
3hr	0.345962670236815	Ppfia3
3hr	0.00111598243175797	Ppm1l
3hr	0.000712697759898697	Ppp1r12b
3hr	0.227566730117247	Ppp1r15a
3hr	0.226137502869874	Prag1
3hr	0.124782805536642	Prdm1
3hr	0.0100081079345591	Prdm9
3hr	0.0057143583231605	Procr
3hr	0.00298777672933719	Prokr1
3hr	0.0134464337814289	Prrg4
3hr	0.483930122161923	Ptafr
3hr	0.0944496840139206	Ptch1
3hr	0.0585707005872646	Ptger4
3hr	0.0304781560950692	Ptges
3hr	0.342582833651608	Ptgir
3hr	0.169584958231772	Ptgs2
3hr	0.419251361880738	Rab11fip1
3hr	0.45262350325111	Rab19
3hr	0.387250570801624	Ralgds
3hr	0.00146468494499289	Rapgef5
3hr	0.000345961742708195	Rasgrp1
3hr	0.0119595770178392	Rcan1
3hr	0.197653257800519	Rela
3hr	0.000224812864889234	Retnla
3hr	0.0774941211408911	Rffl
3hr	0.0165361488454858	Rgcc
3hr	0.00121277763235254	Rgs1
3hr	0.0691760800538049	Rgs3
3hr	0.683998579050984	Rhof
3hr	0.561736548221267	Rhoh
3hr	0.00609403603614597	Rhou
3hr	0.132769046744602	Ripk2
3hr	0.273971347904988	Rnd1
3hr	0.47944463641468	Rnd3
3hr	0.00873781735592144	Rras2
3hr	1.31325957312435	Rsad2
3hr	0.00135605314426612	S100a8
3hr	0.228022104165514	Saa3
3hr	0.23010261119478	Samsn1
3hr	0.158661033783131	Scimp
3hr	0.0693341368919283	Scn1b
3hr	0.000418274479098624	Sdc2
3hr	0.388287942209421	Sdc4
3hr	0.017913347347195	Sele
3hr	0.000460554661872126	Sema3c
3hr	0.360567837396082	Serpina3f
3hr	0.0929332296297565	Serpina3g
3hr	0.00964992729429642	Serpinb2
3hr	0.0589454046584861	Serpinb6b
3hr	0.0791020864961744	Serpinb9
3hr	0.00220098173119967	Serpinb9b
3hr	0.281912757346783	Serpine1
3hr	0.0510035758085701	Shisa3
3hr	0.0310518505290128	Siglece
3hr	0.184613856261451	Sla
3hr	0.033859887504782	Slamf8
3hr	0.0927625256213162	Slamf9
3hr	0.00486930808944595	Slc13a3
3hr	0.173699297369407	Slc16a1
3hr	0.0719250189973017	Slc16a3
3hr	0.119309836209499	Slc25a25
3hr	0.0247909574354146	Slc28a2
3hr	0.0326829829887295	Slc30a4
3hr	0.216518696099623	Slc7a11
3hr	0.0200035384523826	Slc7a2
3hr	0.0993263045297779	Slco3a1
3hr	0.0955758005616353	Slfn4
3hr	0.000322254671241032	Slpi
3hr	0.172967352782563	Snn
3hr	0.0502883743232718	Socs1
3hr	0.487138094516138	Socs3
3hr	0.390203101646676	Sod2
3hr	0.00179595682372105	Spaca6
3hr	0.223381973821953	Spata13
3hr	0.00850159678155008	Sphk1
3hr	0.0195318023113126	Spic
3hr	0.0344472431360844	Spsb1
3hr	0.37343056314551	Srxn1
3hr	0.0299430029010981	Stat4
3hr	0.439009091429261	Swap70
3hr	0.000834320304003078	Syne2
3hr	0.0529130313198669	Taf4b
3hr	0.0962271926808634	Tagap
3hr	0.0154020495435779	Tal2
3hr	0.0490221769615659	Tarm1
3hr	0.420831875157692	Tfec
3hr	1.33321312705433	Tgtp1
3hr	0.0837795061395816	Thbs1
3hr	0.000777148109662258	Timp1
3hr	0.120273052215537	Tle3
3hr	0.89074860424909	Tlr2
3hr	0.488074644601648	Tlr4
3hr	0.432527733059936	Tlr7
3hr	0.00285698178893777	Tlr9
3hr	0.344491155606996	Tma16
3hr	0.000480361443382271	Tmc3
3hr	0.000376652673622059	Tmeff1
3hr	0.00243574759540237	Tmem178
3hr	0.00703521966707445	Tmem200b
3hr	0.000224812865041373	Tmem26
3hr	0.000919295326341308	Tmtc2
3hr	0.00101797857189781	Tnc
3hr	0.799622922645084	Tnf
3hr	0.801044888843937	Tnfaip3
3hr	1.01365622824606	Tnfsf10
3hr	0.00438149417349324	Tnfsf14
3hr	0.47704196644299	Tnfsf15
3hr	0.0238785498207251	Tnfsf4
3hr	0.420477083261873	Tnfsf8
3hr	0.139409803153394	Tnfsf9
3hr	0.0901471902495607	Tnip3
3hr	0.620823601421116	Traf1
3hr	0.0703699671038809	Trem1
3hr	0.0618732215880643	Treml4
3hr	0.0532008711331795	Trib1
3hr	0.102322124343003	Trib3
3hr	0.964882991319826	Trim21
3hr	0.975355955922494	Trim30c
3hr	0.250761799794223	Trim36
3hr	0.0501271492455085	Tsku
3hr	0.0344798160644401	Ttc39b
