TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr19 C1|19 27.25 cM	mouse chr19 C1|19 27.25 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	17330	Minpp1
mouse chr1 H3|1 80.76 cM	mouse chr1 H3|1 80.76 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	15950	Ifi203
mouse chr11 E2|11 75.23 cM	mouse chr11 E2|11 75.23 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	16518	Kcnj2
mouse chr8 A4|8 22.78 cM	mouse chr8 A4|8 22.78 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	244418	Prag1
mouse chr1 H3|1 80.63 cM	mouse chr1 H3|1 80.63 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	15951	Ifi204
mouse chr9 E3.3|9 48.4 cM	mouse chr9 E3.3|9 48.4 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	26432	Plod2
mouse chr19 C1|19 23.73 cM	mouse chr19 C1|19 23.73 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	16452	Jak2
mouse chr1 H5|1 88.97 cM	mouse chr1 H5|1 88.97 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	15284	Hlx
mouse chr17 A3.3|17 11.56 cM	mouse chr17 A3.3|17 11.56 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	22700	Zfp40
mouse chr5 A3|5 9.83 cM	mouse chr5 A3|5 9.83 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	14190	Fgl2
mouse chr19 A|19 4.07 cM	mouse chr19 A|19 4.07 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	18563	Pcx
mouse chr7 B3|7 25.35 cM	mouse chr7 B3|7 25.35 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	12447	Ccne1
mouse chr4 A1|4 1.99 cM	mouse chr4 A1|4 1.99 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	116940	Tgs1
mouse chr2 B|2 24.41 cM	mouse chr2 B|2 24.41 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	59126	Nek6
mouse chr6 F1|6 57.17 cM	mouse chr6 F1|6 57.17 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	24110	Usp18
mouse chr18 4.42 cM|18 A1	mouse chr18 4.42 cM|18 A1	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	21417	Zeb1
mouse chr10 B2|10 22.46 cM	mouse chr10 B2|10 22.46 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	53599	Cd164
mouse chr5 G2|5 81.8 cM	mouse chr5 G2|5 81.8 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	11461	Actb
mouse chr13 A5|13 27.41 cM	mouse chr13 A5|13 27.41 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	20963	Syk
mouse chr14 D2|14 37.62 cM	mouse chr14 D2|14 37.62 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	319448	Fndc3a
mouse chr1 H6|1 98.38 cM	mouse chr1 H6|1 98.38 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	12490	Cd34
mouse chr16 A1|16 5.81 cM	mouse chr16 A1|16 5.81 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	12703	Socs1
mouse chr13 D2.3|13 65.32 cM	mouse chr13 D2.3|13 65.32 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	52552	Parp8
mouse chr7 A3|7 9.54 cM	mouse chr7 A3|7 9.54 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	20167	Rtn2
mouse chr11 B1.1|11 27.54 cM	mouse chr11 B1.1|11 27.54 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	11492	Adam19
mouse chr8 C2|8 39.33 cM	mouse chr8 C2|8 39.33 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	16168	Il15
mouse chr5 F|5 55.29 cM	mouse chr5 F|5 55.29 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	320129	Grk3
mouse chr1 C1.1|1 26.58 cM	mouse chr1 C1.1|1 26.58 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	17912	Myo1b
mouse chr16 C3.1|16 45.36 cM	mouse chr16 C3.1|16 45.36 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	67102	D16Ertd472e
mouse chr1 H3|1 79.43 cM	mouse chr1 H3|1 79.43 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	16456	F11r
mouse chr9 F4|9 74.71 cM	mouse chr9 F4|9 74.71 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	23832	Xcr1
mouse chr12 A1.1|12 1.77 cM	mouse chr12 A1.1|12 1.77 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	16570	Kif3c
mouse chr15 F1|15 54.64 cM	mouse chr15 F1|15 54.64 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	12297	Cacnb3
mouse chr2 E5|2 60.65 cM	mouse chr2 E5|2 60.65 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	22785	Slc30a4
mouse chr4 D2.2|4 57.89 cM	mouse chr4 D2.2|4 57.89 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	16330	Inpp5b
mouse chr5 B3|5 23.85 cM	mouse chr5 B3|5 23.85 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	12494	Cd38
mouse chr3 C|3 21.72 cM	mouse chr3 C|3 21.72 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	26570	Slc7a11
mouse chr10 A2|10 4.72 cM	mouse chr10 A2|10 4.72 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	22634	Plagl1
mouse chr10 D2|10 64.96 cM	mouse chr10 D2|10 64.96 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	216363	Rab3ip
mouse chr14 18.43 cM|14 B	mouse chr14 18.43 cM|14 B	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	12289	Cacna1d
mouse chr12 C3|12 33.11 cM	mouse chr12 C3|12 33.11 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	319565	Syne2
mouse chr11 E2|11 84.35 cM	mouse chr11 E2|11 84.35 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	17134	Mafg
mouse chr2 E5|2 59.19 cM	mouse chr2 E5|2 59.19 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	19419	Rasgrp1
mouse chr4 A2|4 6.7 cM	mouse chr4 A2|4 6.7 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	192656	Ripk2
mouse chr16 A3|16 12.41 cM	mouse chr16 A3|16 12.41 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	27416	Abcc5
mouse chr9 F1|9 57.99 cM	mouse chr9 F1|9 57.99 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	12700	Cish
mouse chr4 C4|4 41.91 cM	mouse chr4 C4|4 41.91 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	15977	Ifnb1
mouse chr13 B2|13 32.56 cM	mouse chr13 B2|13 32.56 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	13024	Ctla2a
mouse chr2 F1|2 62.97 cM	mouse chr2 F1|2 62.97 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	16176	Il1b
mouse chr19 A|19 5.5 cM	mouse chr19 A|19 5.5 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	53319	Nxf1
mouse chr12 F1|12 60.99 cM	mouse chr12 F1|12 60.99 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	21928	Tnfaip2
mouse chr6 G1|6 64.58 cM	mouse chr6 G1|6 64.58 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	14011	Etv6
mouse chr18 B1|18 18.05 cM	mouse chr18 B1|18 18.05 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	71683	Gypc
mouse chr10 B2|10 23.14 cM	mouse chr10 B2|10 23.14 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	11630	Crybg1
mouse chr6 B3|6 27.26 cM	mouse chr6 B3|6 27.26 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	110175	Ggct
mouse chr1 C1.1|1 26.81 cM	mouse chr1 C1.1|1 26.81 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	20846	Stat1
mouse chr8 C5|8 46.34 cM	mouse chr8 C5|8 46.34 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	17748	Mt1
mouse chr4 C6|4 49.18 cM	mouse chr4 C6|4 49.18 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	67916	Plpp3
mouse chr10 B4|10 29.34 cM	mouse chr10 B4|10 29.34 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	19386	Ranbp2
mouse chr6 B2.3|6 23.75 cM	mouse chr6 B2.3|6 23.75 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	65963	Tmem176b
mouse chr16 C4|16 57.46 cM	mouse chr16 C4|16 57.46 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	17857	Mx1
mouse chr7 A3|7 9.56 cM	mouse chr7 A3|7 9.56 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	14282	Fosb
mouse chr5 C3.3|5 40.23 cM	mouse chr5 C3.3|5 40.23 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	16542	Kdr
mouse chr4 D2.3|4 65.56 cM	mouse chr4 D2.3|4 65.56 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	19204	Ptafr
mouse chr1 H3|1 78.53 cM	mouse chr1 H3|1 78.53 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	246256	Fcgr4
mouse chr17 B1|17 18.5 cM	mouse chr17 B1|17 18.5 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	15511	Hspa1b
mouse chr11 B1.3|11 36.01 cM	mouse chr11 B1.3|11 36.01 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	16145	Igtp
mouse chr18 D1|18 28.22 cM	mouse chr18 D1|18 28.22 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	16948	Lox
mouse chr11 C|11 49.82 cM	mouse chr11 C|11 49.82 cM	0.0605634385473605	-2.80406389228119	1	1	0.000683060109289617	1464	24173	20296	Ccl2
mouse chr1|1	mouse chr1|1	0.0624718060054015	-2.77303992793134	946	69	0.0471311475409836	1464	24173	381308,98256,13007,208768,19731,329260,98496,67446,64095,108900,74748,98432,17167,76187,226691,214855,56812,16174,208263,63913,226849,381287,236312,58244,240832,67921,15559,16763,26921,226517,69028,70675,545384,98402,109032,12301,93691,71740,30935,17164,227449,434484,75345,23797,14733,108909,69368,226594,98685,210293,18187,76178,22145,21399,329251,108954,74081,383619,20353,18711,98365,226442,26374,56489,100033459,623121,15490,67647,70155	Ifi211,Kmo,Csrp1,Sde2,Rgl1,Dennd1b,Pid1,Dusp28,Gpr35,Fam72a,Slamf8,Phlpp1,Marco,Adhfe1,Ifi207,Arid5a,Dnajb2,Il18rap,Tor1aip1,Fam129a,Ppp2r5a,A530032D15Rik,Ifi209,Stx6,Tor1aip2,Ube2f,Htr2b,Lad1,Map4k4,Smg7,Mitd1,Vcpip1,Ifi214,Sh3bp4,Sp110,Cacybp,Klf7,Nectin4,Tor3a,Mapkapk2,Zcchc2,Sp140,Slamf7,Akt3,Gpc1,Aida,Wdfy1,Rcsd1,Trmt1l,Dock10,Nrp2,Coa5,Tuba4a,Tcea1,Ppp1r12b,Ppp1r15b,Cep350,Aim2,Sema4c,Pikfyve,Slamf9,Zfp281,Cop1,Ikbke,Ifi208,Ifi213,Hsd17b7,4930523C07Rik,Ogfrl1
mouse chr8 A1.1|8 5.73 cM	mouse chr8 A1.1|8 5.73 cM	0.0627979489352565	-2.76783286630796	7	2	0.00136612021857923	1464	24173	14058,19332	F10,Rab20
mouse chr1 E4|1 56.89 cM	mouse chr1 E4|1 56.89 cM	0.0627979489352565	-2.76783286630796	7	2	0.00136612021857923	1464	24173	16153,13136	Il10,Cd55
mouse chr13 D2.3|13	mouse chr13 D2.3|13	0.0627979489352565	-2.76783286630796	7	2	0.00136612021857923	1464	24173	208715,625360	Hmgcs1,BC147527
mouse chr10	mouse chr10	0.0696798880344604	-2.6638435532925	330	27	0.0184426229508197	1464	24173	21929,213326,14051,13139,15364,13654,22634,70615,17873,17118,17311,12142,100038725,53599,17246,67895,21853,18641,11783,12822,14609,11630,14676,20847,19386,15275,216363	Tnfaip3,Scyl2,Eya4,Dgka,Hmga2,Egr2,Plagl1,Ankrd24,Gadd45b,Marcks,Kitl,Prdm1,Cep85l,Cd164,Mdm2,Ppa1,Timeless,Pfkl,Apaf1,Col18a1,Gja1,Crybg1,Gna15,Stat2,Ranbp2,Hk1,Rab3ip
mouse chr8	mouse chr8	0.0779788771526	-2.55131729470294	334	27	0.0184426229508197	1464	24173	102132,17961,20312,15936,14058,15900,244418,17750,12827,11988,20539,18791,12367,244585,14782,16161,15439,60406,15368,18104,19332,16477,19171,20288,17748,384783,16168	E230013L22Rik,Nat2,Cx3cl1,Ier2,F10,Irf8,Prag1,Mt2,Col4a2,Slc7a2,Slc7a5,Plat,Casp3,Rpgrip1l,Gsr,Il12rb1,Hp,Sap30,Hmox1,Nqo1,Rab20,Junb,Psmb10,Msr1,Mt1,Irs2,Il15
mouse chr1|1 C5	mouse chr1|1 C5	0.0802044526845171	-2.52317624589376	50	6	0.00409836065573771	1464	24173	98496,434484,210293,15559,109032,381287	Pid1,Sp140,Dock10,Htr2b,Sp110,A530032D15Rik
mouse chr15 E1|15 37.85 cM	mouse chr15 E1|15 37.85 cM	0.0804438281831247	-2.520196124669	8	2	0.00136612021857923	1464	24173	80287,18591	Apobec3,Pdgfb
mouse chr18 E1|18 34.41 cM	mouse chr18 E1|18 34.41 cM	0.0804438281831247	-2.520196124669	8	2	0.00136612021857923	1464	24173	16149,18596	Cd74,Pdgfrb
mouse chr5|5 E1	mouse chr5|5 E1	0.0864836262521632	-2.44780017484478	51	6	0.00409836065573771	1464	24173	81702,330122,56744,231430,13178,56792	Ankrd17,Cxcl3,Pf4,Cox18,Dck,Stap1
mouse chr16|16 A1	mouse chr16|16 A1	0.0913618491687823	-2.39292729281537	64	7	0.00478142076502732	1464	24173	67118,106205,246154,20621,17250,223989,12265	Bfar,Zc3h7a,Vasn,Snn,Abcc1,Marf1,Ciita
mouse chr10|10 B3	mouse chr10|10 B3	0.0916933564167986	-2.38930535145226	18	3	0.00204918032786885	1464	24173	71567,77987,66403	Mcm9,Ascc3,Asf1a
mouse chr7|7 B5	mouse chr7|7 B5	0.0993904462068058	-2.30869928455857	9	2	0.00136612021857923	1464	24173	11982,20430	Atp10a,Cyfip1
mouse chr3|3 F2.2	mouse chr3|3 F2.2	0.103518449393383	-2.26800542715372	66	7	0.00478142076502732	1464	24173	433638,229675,99543,11853,236539,20501,17454	I830077J02Rik,Rsbn1,Olfml3,Rhoc,Phgdh,Slc16a1,Mov10
mouse chr2|2 C1.3	mouse chr2|2 C1.3	0.104198521425846	-2.2614573395347	19	3	0.00204918032786885	1464	24173	227960,21353,71586	Gca,Tank,Ifih1
mouse chr16|16 C1.1	mouse chr16|16 C1.1	0.104198521425846	-2.2614573395347	19	3	0.00204918032786885	1464	24173	80859,385658,78749	Nfkbiz,Nxpe3,Filip1l
mouse chr17|17 B3	mouse chr17|17 B3	0.105183501006716	-2.25204882551527	30	4	0.00273224043715847	1464	24173	18037,224796,27226,224794	Nfkbie,Clic5,Pla2g7,Enpp4
mouse chr3|3 G1	mouse chr3|3 G1	0.106877626400733	-2.23607077751737	54	6	0.00409836065573771	1464	24173	72776,242202,71994,99526,214459,58193	Sass6,Pde5a,Cnn3,Usp53,Fnbp1l,Extl2
mouse chr6	mouse chr6	0.107904863810408	-2.22650533071445	420	32	0.0218579234972678	1464	24173	56620,70686,17474,22158,14583,21991,27007,24110,13063,110175,16633,13807,17119,12366,108960,209086,17295,108098,14701,17768,15277,52440,56619,14011,75320,12515,67138,12444,66441,65963,16438,78781	Clec4n,Dusp16,Clec4d,Tulp3,Gfpt1,Tpi1,Klrk1,Usp18,Cycs,Ggct,Klra2,Eno2,Mxd1,Casp2,Irak2,Samd9l,Met,Med21,Gng12,Mthfd2,Hk2,Tax1bp1,Clec4e,Etv6,Etnk1,Cd69,Herc6,Ccnd2,Magohb,Tmem176b,Itpr1,Zc3hav1
mouse chr11|11 C	mouse chr11|11 C	0.108612455731627	-2.21996918439772	106	10	0.00683060109289617	1464	24173	276950,327978,327987,67468,237886,217026,67338,20558,237887,20557	Slfn8,Slfn5,Med13,Mmd,Slfn9,Heatr6,Rffl,Slfn4,Slfn10-ps,Slfn3
mouse chr1|1 E4	mouse chr1|1 E4	0.110096674736428	-2.20639643792188	93	9	0.00614754098360656	1464	24173	329251,108954,56489,16763,329260,13007,226442,17164,108900	Ppp1r12b,Ppp1r15b,Ikbke,Lad1,Dennd1b,Csrp1,Zfp281,Mapkapk2,Fam72a
mouse chr3|3 H3	mouse chr3|3 H3	0.117329495917384	-2.14276909783655	20	3	0.00204918032786885	1464	24173	99633,99899,67035	Adgrl2,Ifi44,Dnajb4
mouse chr17 E4|17 56.9 cM	mouse chr17 E4|17 56.9 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	104215	Rhoq
mouse chr10 D3|10 76.49 cM	mouse chr10 D3|10 76.49 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	21853	Timeless
mouse chr5 A1|5 2.61 cM	mouse chr5 A1|5 2.61 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	14362	Fzd1
mouse chr7 B3|7 28.93 cM	mouse chr7 B3|7 28.93 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	14204	Il4i1
mouse chr7 B3|7 30.6 cM	mouse chr7 B3|7 30.6 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	16828	Ldha
mouse chr19 B|19 14.32 cM	mouse chr19 B|19 14.32 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	14544	Gda
mouse chr14 E5|14 65.86 cM	mouse chr14 E5|14 65.86 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	110168	Gpr18
mouse chr11 E2|11 81.49 cM	mouse chr11 E2|11 81.49 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	107817	Jmjd6
mouse chr1 E3|1 55.8 cM	mouse chr1 E3|1 55.8 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	17219	Mcm6
mouse chr16 C1.1|16 34.22 cM	mouse chr16 C1.1|16 34.22 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	28185	Tomm70a
mouse chr6 G1|6 65.77 cM	mouse chr6 G1|6 65.77 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	70686	Dusp16
mouse chr1 D|1 47.76 cM	mouse chr1 D|1 47.76 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	52392	D1Ertd622e
mouse chr5 E5|5 50.45 cM	mouse chr5 E5|5 50.45 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	17355	Aff1
mouse chr2 F2|2 65.21 cM	mouse chr2 F2|2 65.21 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	12156	Bmp2
mouse chr7 D3|7 47.43 cM	mouse chr7 D3|7 47.43 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	170460	Stard5
mouse chrX A7.3|X 37.63 cM	mouse chrX A7.3|X 37.63 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	17257	Mecp2
mouse chrX D|X 47.36 cM	mouse chrX D|X 47.36 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	18655	Pgk1
mouse chr4 C4|4 42.04 cM	mouse chr4 C4|4 42.04 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	15962	Ifna1
mouse chr1 H6|1 97.11 cM	mouse chr1 H6|1 97.11 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	22033	Traf5
mouse chr5 C3.1|5 35.95 cM	mouse chr5 C3.1|5 35.95 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	22223	Uchl1
mouse chr17 B1|17 18.6 cM	mouse chr17 B1|17 18.6 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	18038	Nfkbil1
mouse chr4 B3|4 32.2 cM	mouse chr4 B3|4 32.2 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	14745	Lpar1
mouse chr13 A5|13 24.5 cM	mouse chr13 A5|13 24.5 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	110052	Dek
mouse chr8 B3.2|8 33.38 cM	mouse chr8 B3.2|8 33.38 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	17961	Nat2
mouse chr2 F2|2 64.07 cM	mouse chr2 F2|2 64.07 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	19122	Prnp
mouse chr9 B|9 31.63 cM	mouse chr9 B|9 31.63 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	18854	Pml
mouse chr13 B2|13	mouse chr13 B2|13	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	13025	Ctla2b
mouse chr2 F1|2 62.9 cM	mouse chr2 F1|2 62.9 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	16175	Il1a
mouse chr17 B1|17 18.51 cM	mouse chr17 B1|17 18.51 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	193740	Hspa1a
mouse chr15 D3|15	mouse chr15 D3|15	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	66168	Grina
mouse chr4 C4|4 42.02 cM	mouse chr4 C4|4 42.02 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	15965	Ifna2
mouse chr3 G1|3 50.17 cM	mouse chr3 G1|3 50.17 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	22329	Vcam1
mouse chr1 E4|1 58.24 cM	mouse chr1 E4|1 58.24 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	75605	Kdm5b
mouse chr13 C3|13 45.5 cM	mouse chr13 C3|13 45.5 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	13003	Vcan
mouse chr10 D2|10 67.94 cM	mouse chr10 D2|10 67.94 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	15364	Hmga2
mouse chr3 D|3 28.58 cM	mouse chr3 D|3 28.58 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	28146	Serp1
mouse chr5 G3|5 89.18 cM	mouse chr5 G3|5 89.18 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	15505	Hsph1
mouse chr5 E4|5 48.49 cM	mouse chr5 E4|5 48.49 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	231507	Plac8
mouse chr16 A2|16 10.09 cM	mouse chr16 A2|16 10.09 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	12609	Cebpd
mouse chr18 E3|18 52.38 cM	mouse chr18 E3|18 52.38 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	19201	Pstpip2
mouse chr1 G1|1 63.84 cM	mouse chr1 G1|1 63.84 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	19225	Ptgs2
mouse chr2 C1.1|2 31.66 cM	mouse chr2 C1.1|2 31.66 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	14571	Gpd2
mouse chr9 A3|9 7.69 cM	mouse chr9 A3|9 7.69 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	15894	Icam1
mouse chr11 A2|11 9.41 cM	mouse chr11 A2|11 9.41 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	56193	Plek
mouse chr4 B3|4 31.87 cM	mouse chr4 B3|4 31.87 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	22166	Txn1
mouse chr13 B1|13 27.68 cM	mouse chr13 B1|13 27.68 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	18030	Nfil3
mouse chr1 C2|1 32.74 cM	mouse chr1 C2|1 32.74 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	14367	Fzd5
mouse chr1 H6|1 96.28 cM	mouse chr1 H6|1 96.28 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	11910	Atf3
mouse chr18 E4|18 57.53 cM	mouse chr18 E4|18 57.53 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	110796	Tshz1
mouse chr13 B3|13 35.55 cM	mouse chr13 B3|13 35.55 cM	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	210106	Tent4a
mouse chr12 A1.1|12	mouse chr12 A1.1|12	0.117461300789007	-2.14164635463436	2	1	0.000683060109289617	1464	24173	100038522	Dnmt3aos
mouse chr9 A1|9 2.46 cM	mouse chr9 A1|9 2.46 cM	0.119415768494544	-2.12514402229996	10	2	0.00136612021857923	1464	24173	12362,12363	Casp1,Casp4
mouse chr1|1 H1	mouse chr1|1 H1	0.119415768494544	-2.12514402229996	10	2	0.00136612021857923	1464	24173	26374,67647	Cop1,4930523C07Rik
mouse chr2 B|2 22.09 cM	mouse chr2 B|2 22.09 cM	0.119415768494544	-2.12514402229996	10	2	0.00136612021857923	1464	24173	20910,16819	Stxbp1,Lcn2
mouse chr12|12 C3	mouse chr12|12 C3	0.130292431594807	-2.03797388099873	70	7	0.00478142076502732	1464	24173	104001,11847,53618,217684,268567,75627,208846	Rtn1,Arg2,Fut8,Susd6,Tmem229b,Snapc1,Daam1
